product_id,name,category,price,rating,in_stock,image_url
65ece392-0220-457e-aad7-bc30d35ddfe5,Networked empowering system engine,Sports,150.15,3.9,False,
e7fbe4a4-ee00-467a-a861-fea954a5c4f8,Streamlined mission-critical monitoring,Sports,104.81,4.8,True,
e7729828-a29c-4f85-8533-ff3d57196e42,Stand-alone web-enabled emulation,Electronics,365.43,4.2,True,
ee63dbf5-de04-44b8-b034-009bc62fe428,Polarized static success,Sports,449.83,5.0,True,
46f37acc-a748-4ad1-8b44-e6e2d1a0c1d9,Centralized didactic attitude,Toys,114.59,4.3,True,
40ce28fe-6835-41e1-b54c-eeb66bc19f6f,Pre-emptive foreground function,Toys,32.71,5.0,True,
fd3bf548-f64f-47f8-b472-2a340851d532,Focused multi-tasking adapter,Books,442.34,4.1,True,
5f265b5b-6fed-4191-b429-65fb105894b4,Vision-oriented contextually-based intranet,Books,84.78,3.9,True,
b972da03-1efe-4009-a79e-b7f5fd887f83,Implemented asynchronous framework,Toys,316.35,4.9,False,
151be994-332c-4c7c-9e7e-75eb67422973,Profit-focused fresh-thinking strategy,Toys,163.44,4.4,True,
d0472d20-fe0c-47bf-a942-f7d9d6c6471d,Persevering static contingency,Apparel,377.82,4.7,True,
be7dc835-5528-4a47-a26d-e08b3d22d46a,Networked actuating complexity,Sports,144.6,4.2,True,
7f23a781-974b-4a29-a708-aeafb89fa784,Re-contextualized context-sensitive groupware,Apparel,273.93,3.5,True,
c8fbcafc-1bad-45b8-bf3f-143c1da3da44,Fundamental zero administration system engine,Home & Kitchen,413.71,3.8,True,
28bb0bc3-fe26-435b-95ce-a5e331856bee,Object-based systemic moderator,Toys,86.44,4.7,True,
2b76f4e0-adab-4af0-a500-e2dfeb48660e,Open-architected client-server knowledge user,Electronics,17.69,4.4,True,
c6814cf0-07ec-446c-8572-7ec51a08cc03,Enterprise-wide next generation model,Books,57.03,4.3,True,
bb548650-1283-4b0a-b9b1-8abe50bfc843,Innovative 6thgeneration knowledge user,Electronics,173.13,4.9,True,
ea6fa8db-dfa5-4977-99e6-85a2a0dc525b,Operative interactive extranet,Electronics,156.76,4.0,True,
88b68e47-9ec0-4c8c-b73d-02b3cd03bb21,Devolved 24/7 knowledge user,Toys,427.32,4.7,True,
f2f5ebf9-526c-4697-bc87-5bc75fb35321,Streamlined homogeneous software,Toys,148.24,4.6,True,
6e5deba7-477b-4f9b-beb4-46718d73a2d4,Expanded client-server matrices,Sports,355.85,3.8,True,
88183fdf-39b0-42ab-96fc-f51f87b43d8e,Cloned tertiary database,Apparel,175.25,4.6,True,
ba1079d6-2d0d-444c-a592-d8a817a68533,Mandatory demand-driven superstructure,Apparel,330.14,4.9,True,
c64b48c3-e1f7-4f61-a2e7-0a8a210b0d85,Reactive impactful leverage,Beauty,384.03,4.7,True,
c6fd3e0c-43a8-40e7-b64e-29a119dff036,Operative system-worthy challenge,Apparel,274.26,4.9,True,
21cd6883-49b8-45e0-9d09-37682fc949b4,Multi-channeled real-time capacity,Apparel,290.72,3.7,True,
cd505248-feb7-430e-bb41-d358b4e0f0e7,Extended multi-tasking Internet solution,Home & Kitchen,337.44,3.9,True,
ee2ff2bb-82b6-47c4-9c1e-1e1c16750db7,Up-sized motivating leverage,Apparel,289.19,4.9,True,
1bc71ddf-4650-4a2b-9066-40ec2bb0b07c,Robust actuating installation,Toys,290.48,4.8,True,
9c9c00b0-0e7e-4b42-a583-5ef4ed79c7dd,Synchronized system-worthy algorithm,Home & Kitchen,100.68,4.5,True,
cf29e658-6283-45bb-afd6-e4b0021c844e,Fundamental multi-state model,Books,55.75,3.5,True,
1ce68e1b-0ea1-47f1-b6c9-73038163d205,Object-based optimizing service-desk,Toys,193.49,3.7,True,
62d89563-13e4-4b1d-a4db-4974cd27d4fa,Focused context-sensitive approach,Beauty,163.24,4.1,True,
9b59774c-257f-464e-9c76-6ddb2bb798c4,Team-oriented full-range time-frame,Books,389.91,4.5,True,
10001340-760b-4ac9-aa28-3ca4e16759c7,Multi-layered zero-defect encoding,Apparel,207.47,4.7,False,
08dd4fa1-8283-4dc4-8f2a-d1a82f5c85fa,Fundamental 24hour hardware,Electronics,148.87,4.9,False,
42a6ea33-cb96-411a-9213-7eda2b52002c,Assimilated systemic moderator,Apparel,400.47,3.7,False,
0ca81dd4-fe43-4dfb-a2fd-1513d8cc6dd2,Robust zero administration circuit,Electronics,157.37,5.0,True,
52f7e0e1-4d45-4b76-a04e-d036114436be,Phased dedicated orchestration,Toys,21.7,4.9,True,
e2b7e281-4ad4-4abf-9089-f5df909456d6,Operative value-added artificial intelligence,Beauty,77.44,3.7,True,
b520f675-8892-4f4b-8410-e34bad632c92,Inverse radical knowledge user,Apparel,188.9,4.3,True,
9ab3f343-19f5-475a-b614-f9e391465752,Optimized eco-centric time-frame,Sports,125.25,3.9,True,
84109f60-1b88-457a-add6-dc91563b5c95,Advanced foreground core,Electronics,181.66,4.3,True,
b66cfbe8-014a-44b7-9d28-0305652434df,Synergized solution-oriented support,Electronics,167.49,4.1,True,
9109653f-48b9-4c98-802e-8d299f3615df,Inverse incremental knowledge user,Toys,284.29,4.2,True,
78d7d476-09b7-4ff5-9c47-098b06449aff,Centralized user-facing leverage,Apparel,83.51,3.9,True,
431241e9-e69e-48df-a6cf-2bc71e5eeb50,Profit-focused radical Local Area Network,Books,59.05,4.7,True,
91ca904a-ce1b-4f79-af91-9246f0e7a9b0,Proactive tertiary Graphical User Interface,Toys,125.13,4.5,True,
928f3302-eb5c-437d-ac3b-852077ed4ac9,Monitored eco-centric complexity,Home & Kitchen,399.39,4.1,True,
d9c034c9-9b65-4a14-9785-0d98ba1855a3,Optional asynchronous parallelism,Home & Kitchen,202.37,3.9,True,
a6024bd1-bf4a-4012-8b78-4238110c30b9,Triple-buffered 4thgeneration encoding,Sports,35.24,4.6,True,
6e80eafe-e4df-4c7d-b11f-5efdf6ab3cfb,Progressive empowering circuit,Electronics,303.32,4.7,True,
